X,Y,OBJECTID,Loc_name,Status,Score,Match_type,Match_addr,User_fld,Addr_type,Side,ARC_Street,ARC_City,ARC_State,ARC_ZIP,Facility_Name,Notification_ID,Facility_Address,Abatement_Contractor,Demo_Contractor,DateStartActual,MonthStart,DayStart,YearStart,DateEndActual,MonthEnd,DayEnd,YearEnd,GEOID10_Tract,ZCTA5CE10,DRPS_ResStr,D3_SurveyParcelID
-83.1513351267136,42.4054904148375,7529,ParcelLocator_,M,89.04,A,"15474 ROSELAWN ST, DETROIT, MI, 48238",16030317.,StreetAddress,,15474 Roselawn,Detroit,MI,,Residential Demolition,201401526-R2,15474 Roselawn,,ABLE DEMOLITION INC.,2014/01/17 00:00:00+00,1,17,2014,2014/01/20 00:00:00+00,1,20,2014,26163536300,48238,1,16030317.17107
-83.1525128652166,42.4102466428788,7530,ParcelLocator_,M,89.04,A,"16127 ROSELAWN ST, DETROIT, MI, 48221",16030792.,StreetAddress,,16127 Roselawn,Detroit,MI,,Residential Demolition,201401525-R2,16127 Roselawn,,ABLE DEMOLITION INC.,2014/01/17 00:00:00+00,1,17,2014,2014/01/20 00:00:00+00,1,20,2014,26163536100,48221,1,16030792.18570
-83.1592959249863,42.4094964865449,7531,ParcelLocator_,M,89.04,A,"8913 PURITAN ST, DETROIT, MI, 48238",16007572.,StreetAddress,,8913 Puritan,Detroit,MI,,Residential Demolition,201401524-R1,8913 Puritan,,ABLE DEMOLITION INC.,2014/01/13 00:00:00+00,1,13,2014,2014/01/15 00:00:00+00,1,15,2014,26163536300,48238,,16007572.17910
-83.1453599210814,42.4151180416588,7532,ParcelLocator_,M,89.04,A,"16829 PRAIRIE ST, DETROIT, MI, 48221",16023257-8,StreetAddress,,16829 Prairie,Detroit,MI,,Residential Demolition,201401523-R2,16829 Prairie,,ABLE DEMOLITION INC.,2014/01/16 00:00:00+00,1,16,2014,2014/01/17 00:00:00+00,1,17,2014,26163536100,48221,1,16023257-8
-83.1447161607708,42.414207295881,7533,ParcelLocator_,M,89.04,A,"16634 PRAIRIE ST, DETROIT, MI, 48221",16022797.,StreetAddress,,16634 Prairie,Detroit,MI,,Residential Demolition,201401522-R2,16634 Prairie,,ABLE DEMOLITION INC.,2014/01/16 00:00:00+00,1,16,2014,2014/01/17 00:00:00+00,1,17,2014,26163536100,48221,1,16022797.19164
-83.0007033841393,42.4130097783219,7534,ParcelLocator_,M,89.04,A,"11486 FINDLAY AVE, DETROIT, MI, 48205",21012978.,StreetAddress,,11486 FINDLAY,DETROIT,MI,,RESIDENCE,201401495-R0,11486 FINDLAY,,DEN-MAN CONTRACTORS,2013/12/16 00:00:00+00,12,16,2013,2013/12/20 00:00:00+00,12,20,2013,26163505200,48205,1,21012978.19381
-83.0181614808588,42.3876443292985,7535,ParcelLocator_,M,89.04,A,"6402 MAXWELL AVE, DETROIT, MI, 48213",17008432.,StreetAddress,,6402 MAXWELL,DETROIT,MI,,RESIDENCE,201401494-R2,6402 MAXWELL,,DEN-MAN CONTRACTORS,2014/02/04 00:00:00+00,2,4,2014,2014/02/10 00:00:00+00,2,10,2014,26163504700,48213,1,17008432.13725
-82.9901814029861,42.4201245614202,7536,ParcelLocator_,M,87.45,A,"12219 WALTHAM ST, DETROIT, MI, 48205",21033003.,StreetAddress,,12219 WILTHAM,DETROIT,MI,,RESIDENCE,201401493-R3,12219 WILTHAM,,DEN-MAN CONTRACTORS,2014/02/14 00:00:00+00,2,14,2014,2014/02/20 00:00:00+00,2,20,2014,26163505400,48205,1,21033003.21094
-83.1498916294348,42.2890511093769,7537,ParcelLocator3,M,89.04,A,"600 OAKWOOD ST, DETROIT, MI, 48217",20016145-51,StreetAddress,,600 Oakwood,DETROIT,MI,,600 Oakwood,201401464-R0,600 Oakwood,,"ABC DEMOLITION COMPANY, INC.",2014/01/13 00:00:00+00,1,13,2014,2014/01/15 00:00:00+00,1,15,2014,26163524500,48217,,20016145-51
-83.1486275852269,42.2884304859323,7538,ParcelLocator_,M,89.04,A,"532 BAYSIDE ST, DETROIT, MI, 48217",20015969.,StreetAddress,,532 Bayside,Detroit,MI,,532 Bayside,201401463-R2,532 Bayside,,"ABC DEMOLITION COMPANY, INC.",2014/01/17 00:00:00+00,1,17,2014,2014/01/20 00:00:00+00,1,20,2014,26163524500,48217,1,20015969.335
-83.148097073486,42.2870704673549,7539,ParcelLocator_,M,89.04,A,"537 GREYFRIARS ST, DETROIT, MI, 48217",20015429.,StreetAddress,,537 GREYFRIARS,DETROIT,MI,,537 gREYFRIARS,201401462-R0,537 GREYFRIARS,,"ABC DEMOLITION COMPANY, INC.",2013/12/20 00:00:00+00,12,20,2013,2013/12/24 00:00:00+00,12,24,2013,26163524500,48217,1,20015429.326
-83.1443693810983,42.2909166279498,7540,ParcelLocator_,M,89.04,A,"220 OAKWOOD BLVD, DETROIT, MI, 48217",20016191.,StreetAddress,,220 Oakwood,DETROIT,MI,,220 Oakwood,201401461-R0,220 Oakwood,,"ABC DEMOLITION COMPANY, INC.",2013/12/19 00:00:00+00,12,19,2013,2013/12/23 00:00:00+00,12,23,2013,26163524500,48217,,20016191.396
-83.1301779022212,42.316365835376,7541,ParcelLocator3,M,89.04,A,"2765 SPRINGWELLS ST, DETROIT, MI, 48209",20005467.,StreetAddress,,2765 SPRINGWELLS,DETROIT,MI,,2765 SPRINGWELLS,201401455-R0,2765 SPRINGWELLS,,"DMC CONSULTANTS, INC.",2013/12/11 00:00:00+00,12,11,2013,2013/12/16 00:00:00+00,12,16,2013,26163524100,48209,1,20005467.1390
-83.1302301144012,42.3164384395888,7542,ParcelLocator_,M,89.04,A,"2767 SPRINGWELLS ST, DETROIT, MI, 48209",20005466.,StreetAddress,,2767 SPRINGWELLS,DETROIT,MI,,2767 SPRINGWELLS,201401454-R0,2767 SPRINGWELLS,,"DMC CONSULTANTS, INC.",2013/12/11 00:00:00+00,12,11,2013,2013/12/16 00:00:00+00,12,16,2013,26163524100,48209,1,20005466.1390
-83.1416954075561,42.3331287683657,7543,ParcelLocator_,M,89.04,A,"5159 SPRINGWELLS ST, DETROIT, MI, 48210",20005390.,StreetAddress,,5159 SPRINGWELLS,DETROIT,MI,,5159 SPRINGWELLS,201401453-R0,5159 SPRINGWELLS,,"DMC CONSULTANTS, INC.",2013/12/11 00:00:00+00,12,11,2013,2013/12/16 00:00:00+00,12,16,2013,26163526200,48210,1,20005390.2682
-83.141643773643,42.333055736584,7544,ParcelLocator3,M,89.04,A,"5153 SPRINGWELLS ST, DETROIT, MI, 48210",20005391.,StreetAddress,,5153 SPRINGWELLS,DETROIT,MI,,5153 SPRINGWELLS,201401452-R0,5153 SPRINGWELLS,,"DMC CONSULTANTS, INC.",2013/12/11 00:00:00+00,12,11,2013,2013/12/16 00:00:00+00,12,16,2013,26163526200,48210,1,20005391.2682
-83.1284649362882,42.3703289500262,7545,ParcelLocator_,M,89.04,A,"9665 BROADSTREET AVE, DETROIT, MI, 48204",14012292.,StreetAddress,,9665 BROADSTREET,DETROIT,MI,,9665 BROADSTREET,201401451-R0,9665 BROADSTREET,,"DMC CONSULTANTS, INC.",2013/12/10 00:00:00+00,12,10,2013,2013/12/13 00:00:00+00,12,13,2013,26163530800,48204,1,14012292.9641
-83.1702843575215,42.3723813863672,7546,ParcelLocator_,M,89.04,A,"11404 STEEL AVE, DETROIT, MI, 48227",22022135.,StreetAddress,,11404 STEEL,DETROIT,MI,,11404 STEEL,201401450-R0,11404 STEEL,,"DMC CONSULTANTS, INC.",2013/12/10 00:00:00+00,12,10,2013,2013/12/13 00:00:00+00,12,13,2013,26163535100,48227,1,22022135.9844
-82.9369865359023,42.3672514769978,7547,ParcelLocator_,M,89.04,A,"459 MANISTIQUE ST, DETROIT, MI, 48215",21061784.,StreetAddress,,459 MANISTIQUE,DETROIT,MI,,459 MANISTIQUE,201401449-R0,459 MANISTIQUE,,"DMC CONSULTANTS, INC.",2013/12/13 00:00:00+00,12,13,2013,2013/12/18 00:00:00+00,12,18,2013,26163513200,48215,,21061784.9317
-82.9358685005283,42.3666615167258,7548,ParcelLocator_,M,89.04,A,"420 MANISTIQUE ST, DETROIT, MI, 48215",21060916.,StreetAddress,,420 MANISTIQUE,DETROIT,MI,,420 MANISTIQUE,201401448-R0,420 MANISTIQUE,,"DMC CONSULTANTS, INC.",2013/12/13 00:00:00+00,12,13,2013,2013/12/18 00:00:00+00,12,18,2013,26163513200,48215,1,21060916.9372
-83.1377096509777,42.3537252328311,7549,ParcelLocator_,M,89.04,A,"8118 MANDALAY ST, DETROIT, MI, 48204",16018576.,StreetAddress,,8118 MANDALAY,DETROIT,MI,,8118 MANDALAY,201401443-R0,8118 MANDALAY,,"DMC CONSULTANTS, INC.",2013/12/06 00:00:00+00,12,6,2013,2013/12/09 00:00:00+00,12,9,2013,26163534600,48204,1,16018576.5620
-83.2088450177034,42.3758828919294,7550,ParcelLocator_,M,89.04,A,"12089 WOODMONT AVE, DETROIT, MI, 48227",22062940.,StreetAddress,,12089 WOODMONT,DETROIT,MI,,12089 WOODMONT,201401442-R0,12089 WOODMONT,,"DMC CONSULTANTS, INC.",2013/12/06 00:00:00+00,12,6,2013,2013/12/09 00:00:00+00,12,9,2013,26163545100,48227,1,22062940.10780
-83.1637136392502,42.3721086197362,7551,ParcelLocator_,M,89.04,A,"10390 AURORA ST, DETROIT, MI, 48204",18006499.,StreetAddress,,10390 AURORA,DETROIT,MI,,10390 AURORA,201401441-R0,10390 AURORA,,"DMC CONSULTANTS, INC.",2013/12/06 00:00:00+00,12,6,2013,2013/12/09 00:00:00+00,12,9,2013,26163534300,48204,1,18006499.9813
-83.2118207406633,42.3769480869742,7552,ParcelLocator_,M,89.04,A,"12200 MEMORIAL ST, DETROIT, MI, 48227",22067659.,StreetAddress,,12200 MEMORIAL,DETROIT,MI,,12200 MEMORIAL,201401440-R0,12200 MEMORIAL,,"DMC CONSULTANTS, INC.",2013/12/06 00:00:00+00,12,6,2013,2013/12/09 00:00:00+00,12,9,2013,26163545100,48227,1,22067659.10967
-83.1469451545785,42.2912968786986,7553,ParcelLocator_,M,89.04,A,"327 LUTHER ST, DETROIT, MI, 48217",20016327.,StreetAddress,,327 LUTHER,DETROIT,MI,,327 lUTHER,201401439-R3,327 LUTHER,,"ABC DEMOLITION COMPANY, INC.",2014/01/22 00:00:00+00,1,22,2014,2014/01/24 00:00:00+00,1,24,2014,26163524500,48217,1,20016327.406
-83.1458182020887,42.291672372509,7554,ParcelLocator_,M,89.04,A,"269 LUTHER ST, DETROIT, MI, 48217",20016318.,StreetAddress,,269 Luther,DETROIT,MI,,269 Luther,201401438-R5,269 Luther,,"ABC DEMOLITION COMPANY, INC.",2014/01/22 00:00:00+00,1,22,2014,2014/01/24 00:00:00+00,1,24,2014,26163524500,48217,1,20016318.423
-83.0709012395045,42.4061396050628,7555,ParcelLocator_,M,89.04,A,"2096 HALLECK ST, DETROIT, MI, 48212",09005555.,StreetAddress,,2096 Halleck,Detroit,MI,,"Abandoned, Scheduled for Demolition",201401436-R0,2096 Halleck,,"DEN-MAN CONTRACTORS, INC.",2013/12/31 00:00:00+00,12,31,2013,2014/01/06 00:00:00+00,1,6,2014,26163510500,48212,1,09005555.17404
-82.9974560917992,42.3933471587738,7556,ParcelLocator_,M,89.04,A,"5912 HARDING AVE, DETROIT, MI, 48213",21039562.,StreetAddress,,5912 Harding,Detroit,MI,,"Abandoned, Scheduled Demolition",201401435-R0,5912 Harding,,"DEN-MAN CONTRACTORS, INC.",2013/12/31 00:00:00+00,12,31,2013,2014/01/06 00:00:00+00,1,6,2014,26163505500,48213,1,21039562.14996
-83.0467302871901,42.4319213035677,7557,ParcelLocator_,M,89.04,A,"18814 CALDWELL ST, DETROIT, MI, 48234",13014277.,StreetAddress,,18814 Caldwell,Detroit,MI,,"Abandoned, Scheduled for Demolition",201401434-R0,18814 Caldwell,,"DEN-MAN CONTRACTORS, INC.",2013/12/31 00:00:00+00,12,31,2013,2014/01/06 00:00:00+00,1,6,2014,26163506500,48234,1,13014277.24180
-83.0439874894022,42.4295008459568,7558,ParcelLocator_,M,100,A,"18515 MOUND RD, DETROIT, MI, 48234",13013183.,StreetAddress,,18515 Mound Road,Detroit,MI,,Kevin Kolnich,201401418-R0,18515 Mound Road,,"PROFESSIONAL CONTRACTING & CONSULTING, INC.",2013/12/30 00:00:00+00,12,30,2013,2014/01/10 00:00:00+00,1,10,2014,26163506500,48234,1,13013183.23320
-83.2186100170553,42.3406454770224,7559,ParcelLocator_,M,89.04,A,"6755 ROSEMONT AVE, DETROIT, MI, 48228",22077355.,StreetAddress,,6755 Rosemont,Detroit,MI,,Kevin Kolnich,201401415-R0,6755 Rosemont,,"PROFESSIONAL CONTRACTING & CONSULTING, INC.",2013/12/27 00:00:00+00,12,27,2013,2014/01/09 00:00:00+00,1,9,2014,26163545800,48228,1,22077355.3688
-83.1249110407382,42.3495076715465,7560,ParcelLocator_,M,89.04,A,"6358 HAZLETT ST, DETROIT, MI, 48210",16013464.,StreetAddress,,6358 Hazlett,Detroit,MI,,Kevin Kolnich,201401413-R0,6358 Hazlett,,"PROFESSIONAL CONTRACTING & CONSULTING, INC.",2013/12/26 00:00:00+00,12,26,2013,2014/01/08 00:00:00+00,1,8,2014,26163527200,48210,1,16013464.5164
-83.1582552437011,42.4249822266213,7561,ParcelLocator_,M,89.04,A,"18248 INDIANA ST, DETROIT, MI, 48221",16035716.,StreetAddress,,18248 Indiana,Detroit,MI,,Residential Demolition,201401359-R0,18248 Indiana,,ABLE DEMOLITION INC.,2013/12/10 00:00:00+00,12,10,2013,2013/12/12 00:00:00+00,12,12,2013,26163538600,48221,1,16035716.21968
-83.1483540261345,42.2784012732883,7562,ParcelLocator_,M,89.04,A,"1337 LIDDESDALE ST, DETROIT, MI, 48217",20013263.,StreetAddress,,1337 LIDDESDALE,DETROIT,MI,,1337 LIDDESDALE,201401350-R0,1337 LIDDESDALE,,FUTURENET GROUP INC,2013/12/12 00:00:00+00,12,12,2013,2013/12/20 00:00:00+00,12,20,2013,26163524700,48217,1,20013263.253
-82.992764772598,42.3655902994725,7563,ParcelLocator_,M,89.04,A,"8881 LOUIS ST, DETROIT, MI, 48214",19000762.,StreetAddress,,8881 LOUIS,DETROIT,MI,,8881 LOUIS,201401349-R0,8881 LOUIS,,FUTURENET GROUP INC,2013/12/10 00:00:00+00,12,10,2013,2013/12/18 00:00:00+00,12,18,2013,26163515600,48214,,19000762.8624
-82.9961489110145,42.3898209683889,7564,ParcelLocator_,M,89.04,A,"5622 ST CLAIR ST, DETROIT, MI, 48213",21038752.,StreetAddress,,5622 ST CLAIR,DETROIT,MI,,5622 ST CLAIR,201401347-R0,5622 ST CLAIR,,FUTURENET GROUP INC,2013/12/19 00:00:00+00,12,19,2013,2013/12/27 00:00:00+00,12,27,2013,26163514300,48213,1,21038752.14495
-83.0192655299673,42.3921598970013,7565,ParcelLocator_,M,89.04,A,"6825 SEMINOLE ST, DETROIT, MI, 48213",17007918.,StreetAddress,,6825 SEMINOLE,DETROIT,MI,,6825EMINOLE,201401346-R0,6825EMINOLE,,FUTURENET GROUP INC,2013/12/21 00:00:00+00,12,21,2013,2013/12/28 00:00:00+00,12,28,2013,26163504700,48213,,17007918.14680
-83.09930389632,42.3120450505934,7566,ParcelLocator_,M,98.58,A,"5672 AMHERST ST, DETROIT, MI, 48209",16000451.,StreetAddress,,5672 AMHEREST ST,DETROIT,MI,,5672 AMHEREST ST,201401239-R1,5672 AMHEREST ST,,"1 WAY SERVICE, INC.",2013/12/20 00:00:00+00,12,20,2013,2013/12/21 00:00:00+00,12,21,2013,26163523200,48209,1,16000451.1188
-83.1225268437032,42.3096627690095,7567,ParcelLocator_,M,89.04,A,"1835 CENTRAL ST, DETROIT, MI, 48209",20004983.,StreetAddress,,1835 CENTRAL AVENUE,DETROIT,MI,,1835 CENTRAL AVENUE,201401238-R0,1835 CENTRAL AVENUE,,"1 WAY SERVICE, INC.",2013/12/12 00:00:00+00,12,12,2013,2013/12/13 00:00:00+00,12,13,2013,26163524200,48209,1,20004983.1007
-83.105069493168,42.3104498650114,7568,ParcelLocator_,M,89.04,A,"1131 DRAGOON, DETROIT, MI, 48209",16016813.,StreetAddress,,1131 DRAGOON ST,DETROIT,MI,,1131 DRAGOON ST,201401237-R1,1131 DRAGOON ST,,"1 WAY SERVICE, INC.",2013/12/20 00:00:00+00,12,20,2013,2013/12/21 00:00:00+00,12,21,2013,26163523200,48209,,16016813.1068
-83.1061758653385,42.3119747982014,7569,ParcelLocator_,M,89.04,A,"1301 DRAGOON, DETROIT, MI, 48209",16016797.,StreetAddress,,1301 DRAGOON ST,DETROIT,MI,,1301 DRAGOON ST,201401236-R1C,1301 DRAGOON ST,,"1 WAY SERVICE, INC.",2013/12/12 00:00:00+00,12,12,2013,2013/12/13 00:00:00+00,12,13,2013,26163523200,48209,1,16016797.1179
-83.1242822676145,42.3086343748103,7570,ParcelLocator_,M,100,A,"1671 EVANS ST, DETROIT, MI, 48209",20006675.,StreetAddress,,1671 EVANS ST,DETROIT,MI,,1671 EVANS ST,201401235-R1,1671 EVANS ST,,"1 WAY SERVICE, INC.",2013/12/19 00:00:00+00,12,19,2013,2013/12/20 00:00:00+00,12,20,2013,26163524200,48209,1,20006675.962
-83.0986687426554,42.312898521423,7571,ParcelLocator_,M,100,A,"1151 JUNCTION ST, DETROIT, MI, 48209",16013342.,StreetAddress,,1151 JUNCTION ST,DETROIT,MI,,1151 JUNCTION ST,201401234-R1,1151 JUNCTION ST,,"1 WAY SERVICE, INC.",2013/12/20 00:00:00+00,12,20,2013,2013/12/21 00:00:00+00,12,21,2013,26163523200,48209,,16013342.1211
-83.1241117030954,42.3141210999247,7572,ParcelLocator_,M,89.04,A,"2381 HONORAH ST, DETROIT, MI, 48209",18010223.,StreetAddress,,2381 HONORAH,DETROIT,MI,,2381 HONORAH,201401233-R1C,2381 HONORAH,,"1 WAY SERVICE, INC.",2013/12/12 00:00:00+00,12,12,2013,2013/12/13 00:00:00+00,12,13,2013,26163524000,48209,1,18010223.1252
-83.1341087545109,42.3026138629512,7573,ParcelLocator_,M,100,A,"9204 FALCON ST, DETROIT, MI, 48209",20003192.,StreetAddress,,9204 FALCON ST,DETROIT,MI,,9204 FALCON ST,201401231-R1,9204 FALCON ST,,"1 WAY SERVICE, INC.",2013/12/19 00:00:00+00,12,19,2013,2013/12/20 00:00:00+00,12,20,2013,26163524200,48209,1,20003192.706
-83.1210088415834,42.3085269932181,7574,ParcelLocator_,M,89.04,A,"1628 CENTRAL ST, DETROIT, MI, 48209",18009640.,StreetAddress,,1628 CENTRAL AVE,DETROIT,MI,,1628 CENTRAL AVE,201401229-R1,1628 CENTRAL AVE,,"1 WAY SERVICE, INC.",2013/12/19 00:00:00+00,12,19,2013,2013/12/20 00:00:00+00,12,20,2013,26163524000,48209,1,18009640.946
-83.0879829584343,42.3217469467669,7575,ParcelLocator_,M,100,A,"436 W GRAND BLVD, DETROIT, MI, 48216",12009741.,StreetAddress,,436 W GRAND BLVD,DETROIT,MI,,436 W GRAND BLVD,201401228-R1C,436 W GRAND BLVD,,"1 WAY SERVICE, INC.",2013/12/12 00:00:00+00,12,12,2013,2013/12/13 00:00:00+00,12,13,2013,26163521100,48216,1,12009741.1626
-83.1048222751389,42.31791907804,7576,ParcelLocator_,M,89.04,A,"2009 CAMPBELL AVE, DETROIT, MI, 48209",16014339.,StreetAddress,,2009 CAMPBELL ST,DETROIT,MI,,2009 CAMPBELL ST,201401227-R1,2009 CAMPBELL ST,,"1 WAY SERVICE, INC.",2013/12/27 00:00:00+00,12,27,2013,2013/12/28 00:00:00+00,12,28,2013,26163523200,48209,1,16014339.1464
-83.121641929078,42.3012095323294,7577,ParcelLocator_,M,100,A,"8032 WITT ST, DETROIT, MI, 48209",20002011.,StreetAddress,,8032 WITT ST,DETROIT,MI,,8032 WITT ST,201401226-R1C,8032 WITT ST,,"1 WAY SERVICE, INC.",2013/12/12 00:00:00+00,12,12,2013,2013/12/13 00:00:00+00,12,13,2013,26163523800,48209,1,20002011.665
-83.2174011125459,42.3587773212784,7578,ParcelLocator_,M,89.04,A,"8856 ASHTON AVE, DETROIT, MI, 48228",22074824-5,StreetAddress,,8856 ASHTON,DETROIT,MI,,RESIDENCE,201401182-R1,8856 ASHTON,,FUTURENET GROUP INC,2013/11/27 00:00:00+00,11,27,2013,2013/12/06 00:00:00+00,12,6,2013,26163546700,48228,1,22074824-5
-83.0489988024124,42.3461456680907,7579,ParcelLocator3,M,89.04,A,"544-554 WILKINS ST, DETROIT, MI, 48201",03000685-710,StreetAddress,,544-554 WILKINS,DETROIT,MI,,FREDRICK DOUGLASS HOMES HI RISE BLDG #1105,201401147-R4,544-554 WILKINS,,HOMRICH INC,2013/12/18 00:00:00+00,12,18,2013,2014/01/31 00:00:00+00,1,31,2014,26163517300,48201,,03000685-710
-83.0485096523465,42.3465220779178,7580,ParcelLocator_,M,89.04,A,"2913 ST ANTOINE ST, DETROIT, MI, 48201",03003345-9,StreetAddress,,2913 ST ANTOINE,DETROIT,MI,,FREDRICK DOUGLASS HOMES HI RISE BLDG #1106,201401145-R6,556 WILKINS & 2913 ST ANTOINE,,HOMRICH INC,2013/12/20 00:00:00+00,12,20,2013,2014/02/10 00:00:00+00,2,10,2014,26163517300,48201,,03003345-9
-83.1018129090093,42.307002050187,7581,ParcelLocator_,M,100,A,"6155 W FORT, DETROIT, MI, 48209",16000282.,StreetAddress,,6155 WEST FORT STREET,DETROIT,MI,,COLLISION SHOP,201401134-R9,6155 WEST FORT STREET,,DEBUCK CONSTRUCTION INC,2014/03/24 00:00:00+00,3,24,2014,2014/03/28 00:00:00+00,3,28,2014,26163525000,48209,,16000282.895
-83.1481719159652,42.2905217446434,7582,ParcelLocator_,M,89.04,A,"410 COLONIAL ST, DETROIT, MI, 48217",20016273.,StreetAddress,,410 COLONIAL,DETROIT,MI,,410 COLONIAL,201401132-R0,410 COLONIAL,,"ABC DEMOLITION COMPANY, INC.",2013/12/09 00:00:00+00,12,9,2013,2013/12/11 00:00:00+00,12,11,2013,26163524500,48217,1,20016273.398
-83.1683950363326,42.4451876995788,7583,ParcelLocator_,M,100,A,"10625 W EIGHT MILE RD, DETROIT, MI, 48221",16009504-11,StreetAddress,,10625 W. 8 MILE ROAD,DETROIT,MI,,Commercial Building,201401131-R1,10625-35 W. 8 Mile Road,,ABLE DEMOLITION INC.,2013/12/12 00:00:00+00,12,12,2013,2013/12/16 00:00:00+00,12,16,2013,26163539100,48221,,16009504-11
-83.1453704642104,42.2909633801645,7584,ParcelLocator_,M,89.04,A,"269 COLONIAL ST, DETROIT, MI, 48217",20016205.,StreetAddress,,269 COLONIAL,DETROIT,MI,,269 COLONIAL,201401130-R0,269 COLONIAL,,"ABC DEMOLITION COMPANY, INC.",2013/12/09 00:00:00+00,12,9,2013,2013/12/11 00:00:00+00,12,11,2013,26163524500,48217,1,20016205.404
-83.1453345003133,42.2923507027323,7585,ParcelLocator_,M,89.04,A,"226 LUTHER ST, DETROIT, MI, 48217",20016390.,StreetAddress,,226 LUTHER,DETROIT,MI,,226 LUTHER,201401129-R0,226 LUTHER,,"ABC DEMOLITION COMPANY, INC.",2013/12/06 00:00:00+00,12,6,2013,2013/12/10 00:00:00+00,12,10,2013,26163524500,48217,1,20016390.441
-83.1476595300697,42.2869624099441,7586,ParcelLocator_,M,89.04,A,"516 WARING ST, DETROIT, MI, 48217",20015411.,StreetAddress,,516 WARING,DETROIT,MI,,516 WARING,201401074-R0,516 WARING,,"ABC DEMOLITION COMPANY, INC.",2013/11/21 00:00:00+00,11,21,2013,2013/11/25 00:00:00+00,11,25,2013,26163524500,48217,1,20015411.328
-83.0166353635305,42.3357906398468,7587,ParcelLocator1,M,89.04,A,"100 RIVER PLACE DR, DETROIT, MI, 48207",13000001.002,StreetAddress,,100 River Place,Detroit,MI,,Storage Building,201401020-R9,100 River Place,,"BLUE STAR, INC.",2014/01/09 00:00:00+00,1,9,2014,2014/01/10 00:00:00+00,1,10,2014,26163516500,48207,,13000001.3390
-83.2420692639479,42.392416104817,7588,ParcelLocator_,M,89.04,A,"14400 FIELDING ST, DETROIT, MI, 48223",22102508.,StreetAddress,,14400 FIELDING,DETROIT,MI,,14400 FIELDING,201400988-R9,14400 FIELDING,,"ABC DEMOLITION COMPANY, INC.",2014/01/27 00:00:00+00,1,27,2014,2014/01/29 00:00:00+00,1,29,2014,26163543700,48223,1,22102508.14162
-83.1145606719286,42.3470432583216,7589,ParcelLocator_,M,89.04,A,"5667 STANFORD ST, DETROIT, MI, 48210",14011714.,StreetAddress,,5667 STANFORD,DETROIT,MI,,RESIDENCE,201400953-R0,5667 STANFORD,,FUTURENET GROUP INC,2013/11/07 00:00:00+00,11,7,2013,2013/11/30 00:00:00+00,11,30,2013,26163527300,48210,1,14011714.4643
-83.0638722741184,42.4169430971331,7590,ParcelLocator_,M,89.04,A,"13543 MORAN RD, DETROIT, MI, 48212",09009102.,StreetAddress,,13543 Moran,Detroit,MI,,Dwelling,201400931-R0,13543 Moran,,"FARROW GROUP, INC.",2013/11/08 00:00:00+00,11,8,2013,2013/11/09 00:00:00+00,11,9,2013,26163510400,48212,1,09009102.20069
-83.0445401332255,42.3796202547767,7591,ParcelLocator_,M,100,A,"2500 E GRAND BLVD, DETROIT, MI, 48211",13003838-947,StreetAddress,,2500 E GRAND BLVD,DETROIT,MI,,GENERAL MOTORS HAMTRAMCK,201400925-R1,2500 E GENERAL MOTORS BLVD PO BOX 431301,,21ST CENTURY SALVAGE,2013/11/13 00:00:00+00,11,13,2013,2013/11/27 00:00:00+00,11,27,2013,26163985100,48211,,13003838-947
-83.1441311221561,42.4114156874322,7592,ParcelLocator_,M,89.04,A,"16205 MONICA ST, DETROIT, MI, 48221",16021768.,StreetAddress,,16205 MONICA,DETROIT,MI,,16205 MONICA,201400897-R6,16205 MONICA,,"ABC DEMOLITION COMPANY, INC.",2013/12/27 00:00:00+00,12,27,2013,2014/01/02 00:00:00+00,1,2,2014,26163536100,48221,1,16021768.18608
-83.2058033846437,42.3772401368795,7593,ParcelLocator_,M,89.04,A,"12218 METTETAL ST, DETROIT, MI, 48227",22059793.,StreetAddress,,12218 METTETAL,DETROIT,MI,,RESIDENCE,201400896-R0,12218 METTETAL,,FUTURENET GROUP INC,2013/11/08 00:00:00+00,11,8,2013,2013/12/31 00:00:00+00,12,31,2013,26163545100,48227,1,22059793.10981
-83.1970492305432,42.3421532542627,7594,ParcelLocator_,M,89.04,A,"6846 WINTHROP ST, DETROIT, MI, 48228",22051507.,StreetAddress,,6846 WINTHROP,DETROIT,MI,,RESIDENCE,201400895-R0,6848 WINTHROP,,FUTURENET GROUP INC,2013/11/08 00:00:00+00,11,8,2013,2013/12/31 00:00:00+00,12,31,2013,26163545600,48228,1,22051507.3812
-83.1399762264317,42.3629856806268,7595,ParcelLocator_,M,89.04,A,"9151 STOEPEL ST, DETROIT, MI, 48204",16019845.,StreetAddress,,9151 STOEPEL,DETROIT,MI,,RESIDENCE,201400894-R0,9151 STOEPEL,,FUTURENET GROUP INC,2013/11/09 00:00:00+00,11,9,2013,2013/12/31 00:00:00+00,12,31,2013,26163534500,48204,1,16019845.7674
-83.2448775420845,42.4247931740001,7596,ParcelLocator_,M,89.04,A,"18426 PATTON ST, DETROIT, MI, 48219",22104120.,StreetAddress,,18426 PATTON,DETROIT,MI,,RESIDENCE,201400893-R0,18426 PATTON,,FUTURENET GROUP INC,2013/10/30 00:00:00+00,10,30,2013,2014/01/31 00:00:00+00,1,31,2014,26163541100,48219,1,22104120.22007
